       Xposition(m)           Yposition(m)             Zposition(m)
  1.9920451730661504e+07  -1.6763662799108503e+06   1.7344061344720495e+02
  1.9924148898499010e+07  -1.6318561732861549e+06   1.7407561720186163e+02
  1.9927746641220950e+07  -1.5873379233651941e+06   1.7470978711305747e+02
  1.9931244940898060e+07  -1.5428117523030322e+06   1.7534312067876930e+02
  1.9934643780097740e+07  -1.4982778822942772e+06   1.7597561540031552e+02
  1.9937943141884204e+07  -1.4537365355717235e+06   1.7660726878237130e+02
  1.9941143009818410e+07  -1.4091879344055569e+06   1.7723807833297369e+02
  1.9944243367958352e+07  -1.3646323011020687e+06   1.7786804156353656e+02
  1.9947244200858980e+07  -1.3200698580024740e+06   1.7849715598886160e+02
  1.9950145493572354e+07  -1.2755008274819003e+06   1.7912541912714713e+02
  1.9952947231647670e+07  -1.2309254319481375e+06   1.7975282850000250e+02
  1.9955649401131373e+07  -1.1863438938409516e+06   1.8037938163245164e+02
  1.9958251988567220e+07  -1.1417564356305108e+06   1.8100507605295140e+02
  1.9960754980996296e+07  -1.0971632798162700e+06   1.8162990929340162e+02
  1.9963158365957160e+07  -1.0525646489262150e+06   1.8225387888915134e+02
  1.9965462131485830e+07  -1.0079607655155726e+06   1.8287698237901247e+02
  1.9967666266115920e+07  -9.6335185216534210e+05   1.8349921730527540e+02
  1.9969770758878592e+07  -9.1873813148203240e+05   1.8412058121370770e+02
  1.9971775599302754e+07  -8.7411982609562890e+05   1.8474107165357850e+02
  1.9973680777414970e+07  -8.2949715865890190e+05   1.8536068617766298e+02
  1.9975486283739597e+07  -7.8487035184661750e+05   1.8597942234224860e+02
  1.9977192109298770e+07  -7.4023962835356570e+05   1.8659727770715816e+02
  1.9978798245612530e+07  -6.9560521089441100e+05   1.8721424983574744e+02
  1.9980304684698768e+07  -6.5096732220186540e+05   1.8783033629492580e+02
  1.9981711419073340e+07  -6.0632618502589440e+05   1.8844553465516200e+02
  1.9983018441750090e+07  -5.6168202213242590e+05   1.8905984249049870e+02
  1.9984225746240870e+07  -5.1703505630266236e+05   1.8967325737855668e+02
  1.9985333326555500e+07  -4.7238551033143170e+05   1.9028577690055243e+02
  1.9986341177201980e+07  -4.2773360702614730e+05   1.9089739864130930e+02
  1.9987249293186307e+07  -3.8307956920622446e+05   1.9150812018926032e+02
  1.9988057670012686e+07  -3.3842361970114947e+05   1.9211793913647017e+02
  1.9988766303683410e+07  -2.9376598135039550e+05   1.9272685307863225e+02
  1.9989375190698937e+07  -2.4910687700092208e+05   1.9333485961509740e+02
  1.9989884328057926e+07  -2.0444652950744677e+05   1.9394195634886762e+02
  1.9990293713257242e+07  -1.5978516173062000e+05   1.9454814088661513e+02
  1.9990603344291890e+07  -1.1512299653576755e+05   1.9515341083869500e+02
  1.9990813219655164e+07  -7.0460256792309940e+04   1.9575776381915006e+02
  1.9990923338338530e+07  -2.5797165372256382e+04   1.9636119744572510e+02
  1.9990933699831690e+07   1.8866054850696586e+04   1.9696370933987643e+02
  1.9990844304122604e+07   6.3529181002741556e+04   1.9756529712678815e+02
  1.9990655151697410e+07   1.0819199021029321e+05   1.9816595843537186e+02
  1.9990366243540507e+07   1.5285425960149404e+05   1.9876569089828390e+02
  1.9989977581134498e+07   1.9751576630786146e+05   1.9936449215194193e+02
  1.9989489166460194e+07   2.4217628746455010e+05   1.9996235983652505e+02
  1.9988901001996588e+07   2.8683560021178605e+05   2.0055929159598858e+02
  1.9988213090720914e+07   3.3149348169608787e+05   2.0115528507807628e+02
  1.9987425436108496e+07   3.7614970907141650e+05   2.0175033793433096e+02
  1.9986538042132895e+07   4.2080405950000667e+05   2.0234444782010254e+02
  1.9985550913265742e+07   4.6545631015376360e+05   2.0293761239456106e+02
  1.9984464054476768e+07   5.1010623821530740e+05   2.0352982932071387e+02
  1.9983277471233837e+07   5.5475362087901700e+05   2.0412109626541430e+02
  1.9981991169502847e+07   5.9939823535193010e+05   2.0471141089935530e+02
  1.9980605155747697e+07   6.4403985885574590e+05   2.0530077089710124e+02
  1.9979119436930306e+07   6.8867826862644740e+05   2.0588917393707910e+02
  1.9977534020510525e+07   7.3331324191704920e+05   2.0647661770161000e+02
  1.9975848914446127e+07   7.7794455599743290e+05   2.0706309987690380e+02
  1.9974064127192754e+07   8.2257198815631310e+05   2.0764861815308055e+02
  1.9972179667703915e+07   8.6719531570164180e+05   2.0823317022417191e+02
  1.9970195545430847e+07   9.1181431596228850e+05   2.0881675378813910e+02
  1.9968111770322584e+07   9.5642876628904990e+05   2.0939936654688222e+02
  1.9965928352825780e+07   1.0010384440553330e+06   2.0998100620624515e+02
  1.9963645303884808e+07   1.0456431266590200e+06   2.1056167047603668e+02
  1.9961262634941533e+07   1.0902425915227232e+06   2.1114135707002865e+02
  1.9958780357935414e+07   1.1348366160957909e+06   2.1172006370597930e+02
  1.9956198485303327e+07   1.1794249778543157e+06   2.1229778810562880e+02
  1.9953517029979527e+07   1.2240074543037040e+06   2.1287452799472905e+02
  1.9950736005395650e+07   1.2685838229783368e+06   2.1345028110303537e+02
  1.9947855425480580e+07   1.3131538614435980e+06   2.1402504516432930e+02
  1.9944875304660354e+07   1.3577173472967460e+06   2.1459881791642525e+02
  1.9941795657858178e+07   1.4022740581679490e+06   2.1517159710118062e+02
  1.9938616500494270e+07   1.4468237717212578e+06   2.1574338046450436e+02
  1.9935337848485824e+07   1.4913662656561780e+06   2.1631416575637365e+02
  1.9931959718246910e+07   1.5359013177084273e+06   2.1688395073083970e+02
  1.9928482126688410e+07   1.5804287056510488e+06   2.1745273314603799e+02
  1.9924905091217900e+07   1.6249482072956227e+06   2.1802051076420065e+02
  1.9921228629739635e+07   1.6694596004934225e+06   2.1858728135166734e+02
  1.9917452760654340e+07   1.7139626631364787e+06   2.1915304267889465e+02
  1.9913577502859216e+07   1.7584571731584873e+06   2.1971779252046460e+02
  1.9909602875747822e+07   1.8029429085363029e+06   2.2028152865509958e+02
  1.9905528899209935e+07   1.8474196472908421e+06   2.2084424886567066e+02
  1.9901355593631502e+07   1.8918871674880087e+06   2.2140595093920500e+02
  1.9897082979894526e+07   1.9363452472403466e+06   2.2196663266690393e+02
  1.9892711079376943e+07   1.9807936647073550e+06   2.2252629184414230e+02
  1.9888239913952477e+07   2.0252321980974960e+06   2.2308492627049130e+02
  1.9883669505990654e+07   2.0696606256683054e+06   2.2364253374971577e+02
  1.9878999878356546e+07   2.1140787257287800e+06   2.2419911208980056e+02
  1.9874231054410730e+07   2.1584862766390634e+06   2.2475465910294318e+02
  1.9869363058009177e+07   2.2028830568126970e+06   2.2530917260557880e+02
  1.9864395913503118e+07   2.2472688447170490e+06   2.2586265041838140e+02
  1.9859329645738874e+07   2.2916434188747364e+06   2.2641509036627850e+02
  1.9854164280057803e+07   2.3360065578646370e+06   2.2696649027846030e+02
  1.9848899842296146e+07   2.3803580403229890e+06   2.2751684798838966e+02
  1.9843536358784870e+07   2.4246976449445010e+06   2.2806616133381260e+02
  1.9838073856349587e+07   2.4690251504835295e+06   2.2861442815676997e+02
  1.9832512362310324e+07   2.5133403357552118e+06   2.2916164630360655e+02
  1.9826851904481545e+07   2.5576429796362370e+06   2.2970781362497883e+02
  1.9821092511171833e+07   2.6019328610664620e+06   2.3025292797587060e+02
  1.9815234211183883e+07   2.6462097590495360e+06   2.3079698721559780e+02
  1.9809277033814266e+07   2.6904734526545275e+06   2.3133998920782457e+02
  1.9803221008853316e+07   2.7347237210165015e+06   2.3188193182056720e+02
  1.9797066166585040e+07   2.7789603433377660e+06   2.3242281292620638e+02
  1.9790812537786815e+07   2.8231830988893640e+06   2.3296263040150183e+02
  1.9784460153729440e+07   2.8673917670116870e+06   2.3350138212759683e+02
  1.9778009046176740e+07   2.9115861271158806e+06   2.3403906599003113e+02
  1.9771459247385617e+07   2.9557659586845460e+06   2.3457567987874688e+02
  1.9764810790105750e+07   2.9999310412736720e+06   2.3511122168810960e+02
  1.9758063707579530e+07   3.0440811545126527e+06   2.3564568931690366e+02
  1.9751218033541776e+07   3.0882160781063020e+06   2.3617908066835390e+02
  1.9744273802219648e+07   3.1323355918355295e+06   2.3671139365013100e+02
  1.9737231048332530e+07   3.1764394755582456e+06   2.3724262617435915e+02
  1.9730089807091706e+07   3.2205275092110730e+06   2.3777277615763296e+02
  1.9722850114200253e+07   3.2645994728098265e+06   2.3830184152101990e+02
  1.9715512005852940e+07   3.3086551464509700e+06   2.3882982019007576e+02
  1.9708075518735880e+07   3.3526943103128057e+06   2.3935671009485463e+02
  1.9700540690026473e+07   3.3967167446561300e+06   2.3988250916991360e+02
  1.9692907557393230e+07   3.4407222298257470e+06   2.4040721535432854e+02
  1.9685176158995457e+07   3.4847105462514623e+06   2.4093082659170193e+02
  1.9677346533483233e+07   3.5286814744487978e+06   2.4145334083016870e+02
  1.9669418719996985e+07   3.5726347950210250e+06   2.4197475602241718e+02
  1.9661392758167624e+07   3.6165702886590580e+06   2.4249507012568490e+02
  1.9653268688115958e+07   3.6604877361435360e+06   2.4301428110177943e+02
  1.9645046550452825e+07   3.7043869183453850e+06   2.4353238691708330e+02
  1.9636726386278655e+07   3.7482676162272105e+06   2.4404938554256614e+02
  1.9628308237183437e+07   3.7921296108439870e+06   2.4456527495379015e+02
  1.9619792145246310e+07   3.8359726833448354e+06   2.4508005313092815e+02
  1.9611178153035574e+07   3.8797966149732918e+06   2.4559371805876347e+02
  1.9602466303608373e+07   3.9236011870688910e+06   2.4610626772670585e+02
  1.9593656640510370e+07   3.9673861810685260e+06   2.4661770012880382e+02
  1.9584749207775746e+07   4.0111513785066820e+06   2.4712801326374490e+02
  1.9575744049926776e+07   4.0548965610174900e+06   2.4763720513487627e+02
  1.9566641211973775e+07   4.0986215103350740e+06   2.4814527375020614e+02
  1.9557440739414750e+07   4.1423260082948940e+06   2.4865221712241598e+02
  1.9548142678235190e+07   4.1860098368352046e+06   2.4915803326887485e+02
  1.9538747074907877e+07   4.2296727779976180e+06   2.4966272021164300e+02
  1.9529253976392664e+07   4.2733146139283310e+06   2.5016627597748322e+02
  1.9519663430136120e+07   4.3169351268794860e+06   2.5066869859787283e+02
  1.9509975484071467e+07   4.3605340992098590e+06   2.5116998610900987e+02
  1.9500190186618187e+07   4.4041113133862390e+06   2.5167013655182520e+02
  1.9490307586681895e+07   4.4476665519842915e+06   2.5216914797199016e+02
  1.9480327733653955e+07   4.4911995976900880e+06   2.5266701841993090e+02
  1.9470250677411407e+07   4.5347102333005280e+06   2.5316374595083042e+02
  1.9460076468316525e+07   4.5781982417251270e+06   2.5365932862464626e+02
  1.9449805157216806e+07   4.6216634059861330e+06   2.5415376450610870e+02
  1.9439436795444377e+07   4.6651055092210460e+06   2.5464705166474678e+02
  1.9428971434816033e+07   4.7085243346824900e+06   2.5513918817488457e+02
  1.9418409127632950e+07   4.7519196657394000e+06   2.5563017211565105e+02
  1.9407749926680210e+07   4.7952912858788230e+06   2.5612000157099820e+02
  1.9396993885226708e+07   4.8386389787065290e+06   2.5660867462970500e+02
  1.9386141057024910e+07   4.8819625279478690e+06   2.5709618938538426e+02
  1.9375191496310400e+07   4.9252617174494285e+06   2.5758254393649660e+02
  1.9364145257801830e+07   4.9685363311797140e+06   2.5806773638635510e+02
  1.9353002396700500e+07   5.0117861532301680e+06   2.5855176484313836e+02
  1.9341762968690075e+07   5.0550109678167200e+06   2.5903462741990260e+02
  1.9330427029936470e+07   5.0982105592801430e+06   2.5951632223458387e+02
  1.9318994637087304e+07   5.1413847120879720e+06   2.5999684741001520e+02
  1.9307465847271850e+07   5.1845332108348810e+06   2.6047620107392964e+02
  1.9295840718100645e+07   5.2276558402439400e+06   2.6095438135897030e+02
  1.9284119307665177e+07   5.2707523851681390e+06   2.6143138640270550e+02
  1.9272301674537677e+07   5.3138226305906320e+06   2.6190721434762840e+02
  1.9260387877770677e+07   5.3568663616268800e+06   2.6238186334117780e+02
  1.9248377976896940e+07   5.3998833635245680e+06   2.6285533153573520e+02
  1.9236272031928980e+07   5.4428734216654070e+06   2.6332761708864143e+02
  1.9224070103358710e+07   5.4858363215663750e+06   2.6379871816220780e+02
  1.9211772252157424e+07   5.5287718488798990e+06   2.6426863292371590e+02
  1.9199378539775120e+07   5.5716797893960600e+06   2.6473735954543860e+02
  1.9186889028140530e+07   5.6145599290424585e+06   2.6520489620463593e+02
  1.9174303779660553e+07   5.6574120538864590e+06   2.6567124108357757e+02
  1.9161622857220132e+07   5.7002359501352580e+06   2.6613639236954080e+02
  1.9148846324181720e+07   5.7430314041379390e+06   2.6660034825483010e+02
  1.9135974244385198e+07   5.7857982023855980e+06   2.6706310693677585e+02
  1.9123006682147410e+07   5.8285361315128380e+06   2.6752466661774815e+02
  1.9109943702261850e+07   5.8712449782991000e+06   2.6798502550516910e+02
  1.9096785369998425e+07   5.9139245296691110e+06   2.6844418181151434e+02
  1.9083531751103003e+07   5.9565745726944950e+06   2.6890213375432836e+02
  1.9070182911797114e+07   5.9991948945947100e+06   2.6935887955623167e+02
  1.9056738918777800e+07   6.0417852827376280e+06   2.6981441744492540e+02
  1.9043199839216960e+07   6.0843455246414800e+06   2.7026874565320895e+02
  1.9029565740761254e+07   6.1268754079750290e+06   2.7072186241897890e+02
  1.9015836691531662e+07   6.1693747205594040e+06   2.7117376598524740e+02
  1.9002012760123163e+07   6.2118432503685770e+06   2.7162445460014374e+02
  1.8988094015604440e+07   6.2542807855306715e+06   2.7207392651692635e+02
  1.8974080527517382e+07   6.2966871143290980e+06   2.7252217999399200e+02
  1.8959972365876980e+07   6.3390620252032850e+06   2.7296921329488157e+02
  1.8945769601170720e+07   6.3814053067502280e+06   2.7341502468829400e+02
  1.8931472304358445e+07   6.4237167477249360e+06   2.7385961244808794e+02
  1.8917080546871737e+07   6.4659961370422800e+06   2.7430297485329930e+02
  1.8902594400613833e+07   6.5082432637773190e+06   2.7474511018814270e+02
  1.8888013937959170e+07   6.5504579171664780e+06   2.7518601674202057e+02
  1.8873339231752910e+07   6.5926398866091470e+06   2.7562569280953820e+02
  1.8858570355310783e+07   6.6347889616678870e+06   2.7606413669050310e+02
  1.8843707382418410e+07   6.6769049320704590e+06   2.7650134668994440e+02
  1.8828750387331230e+07   6.7189875877099970e+06   2.7693732111811096e+02
  1.8813699444774102e+07   6.7610367186463720e+06   2.7737205829048560e+02
  1.8798554629940704e+07   6.8030521151075280e+06   2.7780555652779390e+02
  1.8783316018493388e+07   6.8450335674899330e+06   2.7823781415600854e+02
  1.8767983686562553e+07   6.8869808663605650e+06   2.7866882950636640e+02
  1.8752557710746635e+07   6.9288938024567230e+06   2.7909860091536535e+02
  1.8737038168111340e+07   6.9707721666880950e+06   2.7952712672478174e+02
  1.8721425136189500e+07   7.0126157501373280e+06   2.7995440528167563e+02
  1.8705718692980547e+07   7.0544243440612440e+06   2.8038043493839984e+02
  1.8689918916950244e+07   7.0961977398916600e+06   2.8080521405260660e+02
  1.8674025887030190e+07   7.1379357292366030e+06   2.8122874098725710e+02
  1.8658039682617407e+07   7.1796381038816130e+06   2.8165101411063375e+02
  1.8641960383574080e+07   7.2213046557900740e+06   2.8207203179633973e+02
  1.8625788070226940e+07   7.2629351771051750e+06   2.8249179242331810e+02
  1.8609522823367200e+07   7.3045294601498310e+06   2.8291029437584770e+02
  1.8593164724249690e+07   7.3460872974289450e+06   2.8332753604356450e+02
  1.8576713854592900e+07   7.3876084816294160e+06   2.8374351582145937e+02
  1.8560170296578206e+07   7.4290928056219295e+06   2.8415823210989345e+02
  1.8543534132849690e+07   7.4705400624614490e+06   2.8457168331460130e+02
  1.8526805446513712e+07   7.5119500453884180e+06   2.8498386784670095e+02
  1.8509984321138260e+07   7.5533225478301530e+06   2.8539478412270535e+02
  1.8493070840752877e+07   7.5946573634012120e+06   2.8580443056452384e+02
  1.8476065089847970e+07   7.6359542859049880e+06   2.8621280559947640e+02
  1.8458967153374460e+07   7.6772131093345005e+06   2.8661990766029850e+02
  1.8441777116743505e+07   7.7184336278732900e+06   2.8702573518514930e+02
  1.8424495065825700e+07   7.7596156358969870e+06   2.8743028661762280e+02
  1.8407121086951163e+07   7.8007589279734360e+06   2.8783356040674950e+02
  1.8389655266908605e+07   7.8418632988647450e+06   2.8823555500701300e+02
  1.8372097692945210e+07   7.8829285435275190e+06   2.8863626887835000e+02
  1.8354448452766053e+07   7.9239544571144080e+06   2.8903570048616484e+02
  1.8336707634533815e+07   7.9649408349745010e+06   2.8943384830132980e+02
  1.8318875326868100e+07   8.0058874726551610e+06   2.8983071080020176e+02
  1.8300951618845160e+07   8.0467941659024720e+06   2.9022628646462437e+02
  1.8282936599997427e+07   8.0876607106624370e+06   2.9062057378193765e+02
  1.8264830360313077e+07   8.1284869030818980e+06   2.9101357124498503e+02
  1.8246632990235433e+07   8.1692725395097960e+06   2.9140527735212290e+02
  1.8228344580662710e+07   8.2100174164979905e+06   2.9179569060722764e+02
  1.8209965222947480e+07   8.2507213308021880e+06   2.9218480951970190e+02
  1.8191495008896090e+07   8.2913840793833830e+06   2.9257263260448616e+02
  1.8172934030768536e+07   8.3320054594080700e+06   2.9295915838205940e+02
  1.8154282381277554e+07   8.3725852682502810e+06   2.9334438537845665e+02
  1.8135540153588500e+07   8.4131233034917320e+06   2.9372831212526796e+02
  1.8116707441318672e+07   8.4536193629235140e+06   2.9411093715965285e+02
  1.8097784338537130e+07   8.4940732445462250e+06   2.9449225902433983e+02
  1.8078770939763702e+07   8.5344847465722730e+06   2.9487227626764604e+02
  1.8059667339969160e+07   8.5748536674253920e+06   2.9525098744347080e+02
